mmsi,width,length,draught,obstime,longitude,latitude,sog,cog,WaterDepth,typecargo,,,,,,,,,,,,,,,,
209459000,23,148,9,2023-03-05T11:32:03Z,103.7378833,1.262588333,12.2,233.3,22.2955,70,,,,,,,,,,,,,,,,
209459000,23,148,9,2023-03-05T11:33:03Z,103.7350617,1.260531667,12.5,233.2,24.3101,70,,,,,,,,,,,,,,,,
209459000,23,148,9,2023-03-05T11:34:05Z,103.7321483,1.25836,12.6,234,18.201,70,,,,,,,,,,,,,,,,
209459000,23,148,9,2023-03-05T11:35:05Z,103.729275,1.256268333,12.6,235.8,17.0006,70,,,,,,,,,,,,,,,,
209540000,22,139,7,2023-03-02T03:22:12Z,103.73662,1.26064,13.9,236.1,30.958,9,,,,,,,,,,,,,,,,
209540000,22,139,7,2023-03-02T03:23:12Z,103.7334,1.258466667,14,236.6,19.3656,9,,,,,,,,,,,,,,,,
209540000,22,139,7,2023-03-02T03:24:12Z,103.7301267,1.256341667,14.1,237.5,17.1568,9,,,,,,,,,,,,,,,,
209798000,32,260,11,2023-03-19T04:42:00Z,103.7374483,1.260776667,14.4,240,28.4004,71,,,,,,,,,,,,,,,,
209798000,32,260,11,2023-03-19T04:43:00Z,103.7340317,1.258776667,14,239.6,20.1393,71,,,,,,,,,,,,,,,,
209798000,32,260,11,2023-03-19T04:44:12Z,103.730045,1.256465,13.6,240,17.3132,71,,,,,,,,,,,,,,,,
210497000,30,185,9,2023-03-12T12:22:51Z,103.7401717,1.26316,9.7,241.1,21.6116,70,,,,,,,,,,,,,,,,
210497000,30,185,9,2023-03-12T12:23:51Z,103.73772,1.261765,9.9,240.1,23.8412,70,,,,,,,,,,,,,,,,
210497000,30,185,9,2023-03-12T12:24:51Z,103.7352333,1.260356667,10.1,241.4,23.7626,70,,,,,,,,,,,,,,,,
210497000,30,185,9,2023-03-12T12:25:52Z,103.7328967,1.258778333,10.2,235.5,18.5038,70,,,,,,,,,,,,,,,,
210497000,30,185,9,2023-03-12T12:26:52Z,103.7305483,1.25714,10.2,235.9,18.1716,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:00:11Z,103.74506,1.26499,11.8,247.5,23.8303,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:01:21Z,103.7416217,1.263153333,12,241.1,20.1453,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:02:21Z,103.73869,1.261491667,12.1,240.9,20.0311,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:03:21Z,103.7357267,1.259808333,12.2,240.1,23.1823,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:04:21Z,103.7327833,1.258131667,12.1,240.3,19.0621,70,,,,,,,,,,,,,,,,
212330000,20,117,5,2023-03-08T04:06:11Z,103.7277167,1.25529,10.5,241.3,19.653,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T00:59:50Z,103.7418333,1.2667,9.1,223,17.987,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T01:00:50Z,103.74,1.264933333,9.6,227,20.3426,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T01:01:50Z,103.738,1.263133333,9.9,228,24.8186,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T01:03:50Z,103.7335833,1.2593,10.4,229,19.9804,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T01:05:19Z,103.7302333,1.256466667,10.7,230,17.1568,70,,,,,,,,,,,,,,,,
212348000,40,304,10,2023-03-10T01:06:20Z,103.72795,1.2546,10.8,231,18.3481,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:13:59Z,103.7431167,1.267466667,8.9,225,21.3056,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:15:49Z,103.7392833,1.264333333,10.1,231,22.3577,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:16:49Z,103.7370333,1.2625,10.4,230,21.1267,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:17:49Z,103.73485,1.260716667,10.2,230,25.4684,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:18:50Z,103.7326333,1.258866667,10.1,231,17.8767,70,,,,,,,,,,,,,,,,
212351000,40,304,13,2023-03-02T21:19:50Z,103.73045,1.257183333,10,234,18.0643,70,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:42:38Z,103.7441533,1.264368333,8.6,239,19.7195,89,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:44:38Z,103.74,1.26179,8.8,237.7,22.6052,89,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:45:38Z,103.7379067,1.260456667,8.9,237.6,23.1511,89,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:46:38Z,103.7358433,1.259116667,9,237.1,22.136,89,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:47:49Z,103.73335,1.257506667,9,237.5,20.4397,89,,,,,,,,,,,,,,,,
212744000,20,120,8,2023-03-09T11:48:49Z,103.7312267,1.256163333,9,238.2,18.55,89,,,,,,,,,,,,,,,,
212939000,20,117,6,2023-03-04T03:37:19Z,103.7401067,1.267076667,12.5,228.5,19.6422,71,,,,,,,,,,,,,,,,
212939000,20,117,6,2023-03-04T03:38:19Z,103.7372933,1.264625,13.4,229.7,22.0487,71,,,,,,,,,,,,,,,,
212939000,20,117,6,2023-03-04T03:39:19Z,103.7343783,1.26213,14,230.1,25.2578,71,,,,,,,,,,,,,,,,
212939000,20,117,6,2023-03-04T03:41:19Z,103.72786,1.257466667,14.6,239.5,17.7416,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:49:50Z,103.7425683,1.264728333,9.1,239.6,20.0357,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:50:50Z,103.7403883,1.263441667,9.2,239.1,22.058,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:51:50Z,103.738195,1.262116667,9.3,238.5,21.0204,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:52:50Z,103.735925,1.260741667,9.3,238,24.8956,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:53:50Z,103.7337367,1.25938,9.3,237,19.9804,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:55:50Z,103.7295467,1.256463333,9.2,234,17.0831,71,,,,,,,,,,,,,,,,
215154000,52,366,14,2023-03-08T22:56:50Z,103.7274067,1.254953333,9.4,235.1,19.3899,71,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:53:48Z,103.745145,1.267848333,8.2,203.7,23.9813,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:54:48Z,103.743885,1.265971667,8,217.7,20.5665,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:55:56Z,103.7421283,1.264086667,8.3,223.9,20.5528,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:56:56Z,103.7403567,1.262586667,8.3,233.6,21.1198,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:57:56Z,103.738365,1.261296667,8.5,238.3,20,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T16:59:46Z,103.7345317,1.25902,8.8,239.9,20.7161,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T17:00:46Z,103.7323817,1.257775,8.9,240.1,19.1599,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T17:01:46Z,103.730185,1.256485,9,239.3,17.1568,80,,,,,,,,,,,,,,,,
215401000,44,250,8,2023-03-04T17:02:46Z,103.72802,1.2552,9.1,240.2,18.3894,80,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:08:43Z,103.7439083,1.268231667,8.6,220.2,20.8162,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:09:43Z,103.742095,1.266548333,9.1,231.1,19.0831,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:10:43Z,103.7400817,1.26489,9.7,230.6,20.3426,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:11:43Z,103.7379533,1.263116667,10.2,230.6,24.8186,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:12:43Z,103.7356933,1.261273333,10.6,231.1,28.6647,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:13:43Z,103.7333767,1.259376667,10.9,231.3,19.6538,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:14:43Z,103.73097,1.25746,11.2,231.6,18.5452,71,,,,,,,,,,,,,,,,
215499000,48,300,9,2023-03-05T07:15:43Z,103.7284683,1.25549,11.5,232,17.6413,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:35:09Z,103.745345,1.266906667,9,248.1,24.519,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:36:09Z,103.7430717,1.265846667,9.3,242.8,19.1898,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:37:09Z,103.74078,1.264551667,9.6,239.7,20.1848,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:38:09Z,103.738395,1.263105,10.1,238.2,23.3224,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:39:09Z,103.735975,1.261558333,10.4,237.4,29.9893,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:40:19Z,103.7330883,1.25964,10.8,236.8,20.2762,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:41:19Z,103.7304817,1.257946667,11.1,237.5,18.011,71,,,,,,,,,,,,,,,,
218819000,51,366,12,2023-03-02T21:42:19Z,103.7277933,1.256243333,11.5,237.9,17.7377,71,,,,,,,,,,,,,,,,
218846000,42,348,11,2023-03-13T16:19:39Z,103.7414117,1.265058333,11.2,235.5,18.9659,71,,,,,,,,,,,,,,,,
218846000,42,348,11,2023-03-13T16:21:39Z,103.7362833,1.260986667,11.9,230.6,30.2065,71,,,,,,,,,,,,,,,,
218846000,42,348,11,2023-03-13T16:22:39Z,103.7337417,1.258873333,12.1,230.2,19.6727,71,,,,,,,,,,,,,,,,
218846000,42,348,11,2023-03-13T16:23:39Z,103.731095,1.256715,12.3,231.2,18.954,71,,,,,,,,,,,,,,,,
218846000,42,348,11,2023-03-13T16:24:39Z,103.7284233,1.254578333,12.2,231.9,18.4099,71,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:52:05Z,103.742095,1.267123333,11.8,232.8,20.1111,72,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:53:14Z,103.73894,1.264728333,12.4,232,21.4201,72,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:54:25Z,103.735755,1.262186667,12.4,232.4,22.1057,72,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:55:33Z,103.7326117,1.259703333,12.4,231.8,21.0153,72,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:56:33Z,103.7299767,1.257616667,11.8,232,18.0075,72,,,,,,,,,,,,,,,,
219027760,32,172,9,2023-03-13T22:57:34Z,103.72736,1.255608333,11.3,233,19.7775,72,,,,,,,,,,,,,,,,
219357000,32,183,12,2023-03-07T15:53:58Z,103.74249,1.264306667,11.8,234.8,20.455,80,,,,,,,,,,,,,,,,
219357000,32,183,12,2023-03-07T15:54:58Z,103.7397917,1.262418333,11.9,235,20.7565,80,,,,,,,,,,,,,,,,
219357000,32,183,12,2023-03-07T15:56:58Z,103.7343933,1.258528333,11.9,233.2,20.5439,80,,,,,,,,,,,,,,,,
219357000,32,183,12,2023-03-07T15:58:08Z,103.73129,1.256171667,11.9,230.8,18.55,80,,,,,,,,,,,,,,,,
219357000,32,183,12,2023-03-07T15:59:08Z,103.7287983,1.25402,12,229.3,18.7486,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:08:02Z,103.7420683,1.26352,10.2,243.7,20.1138,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:09:02Z,103.7394483,1.26224,10.4,247,20.2029,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:10:02Z,103.736825,1.261065,10.7,246.2,32.6551,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:11:52Z,103.7319733,1.258826667,10.2,245.8,18.0677,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:12:52Z,103.729345,1.25762,10.1,244.8,19.7158,80,,,,,,,,,,,,,,,,
219484000,32,183,11,2023-03-01T08:13:52Z,103.7268017,1.256436667,10.1,245.2,21.2292,80,,,,,,,,,,,,,,,,
219982000,32,216,12,2023-03-14T04:15:54Z,103.7403933,1.264971667,12.5,234.9,19.5483,71,,,,,,,,,,,,,,,,
219982000,32,216,12,2023-03-14T04:16:54Z,103.7374867,1.262971667,12.9,235.4,24.4167,71,,,,,,,,,,,,,,,,
219982000,32,216,12,2023-03-14T04:17:54Z,103.7344833,1.260885,13.2,234.8,27.2488,71,,,,,,,,,,,,,,,,
219982000,32,216,12,2023-03-14T04:18:54Z,103.73148,1.258758333,13.2,234.2,17.8994,71,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:51:15Z,103.7251333,1.257716667,2.2,39,18.9828,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:52:15Z,103.7254,1.25815,1.4,28,18.507,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:53:15Z,103.7255833,1.258433333,1,27,17.7769,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:54:56Z,103.7259167,1.258916667,1.1,36,16.8748,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:55:56Z,103.7260833,1.25915,1,31,16.192,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:57:04Z,103.7262333,1.2594,0.7,26,16.567,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:58:15Z,103.7263667,1.259616667,0.5,22,16.6841,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T12:59:15Z,103.7264333,1.259766667,0.4,14,17.1131,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:00:54Z,103.7264833,1.25995,0.2,13,17.1131,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:01:54Z,103.7264667,1.259983333,0.2,322,17.1702,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:02:54Z,103.72645,1.260016667,0.3,322,17.1702,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:03:54Z,103.7264667,1.260033333,0.3,327,17.1702,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:04:54Z,103.7264333,1.2601,0.2,327,17.1702,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:06:54Z,103.72635,1.260216667,0,316,17.388,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:07:54Z,103.7263167,1.26025,0,306,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:08:54Z,103.7263167,1.26025,0,290,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:09:54Z,103.7262833,1.260266667,0,279,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:10:54Z,103.7262667,1.260266667,0,271,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:12:55Z,103.7262167,1.260283333,0.1,287,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:13:55Z,103.7262,1.2603,0.1,289,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:14:55Z,103.7262167,1.2603,0.1,25,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:15:55Z,103.7262333,1.260333333,0.2,28,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:16:55Z,103.72625,1.260366667,0.1,354,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:18:55Z,103.7262667,1.260433333,0.1,26,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:19:55Z,103.7262667,1.26045,0,354,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:20:55Z,103.7262667,1.260433333,0,354,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:21:55Z,103.7262333,1.260433333,0.1,252,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:22:55Z,103.7262167,1.2604,0.1,251,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:23:56Z,103.7262,1.2604,0,255,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:24:56Z,103.7261833,1.2604,0,255,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:25:56Z,103.7262,1.260433333,0,255,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:26:56Z,103.7261667,1.260433333,0,255,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:28:05Z,103.7261833,1.260383333,0,250,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:29:05Z,103.7261333,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:30:55Z,103.72615,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:31:55Z,103.72615,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:32:55Z,103.72615,1.260416667,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:33:55Z,103.72615,1.260416667,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:34:55Z,103.72615,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:35:55Z,103.72615,1.260366667,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:36:55Z,103.72615,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:37:55Z,103.7261667,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:40:07Z,103.7261833,1.26035,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:43:07Z,103.72615,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:49:07Z,103.7262,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T13:55:07Z,103.7261667,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T14:01:07Z,103.7261833,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T14:13:07Z,103.7261667,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T14:22:07Z,103.7261833,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T14:31:07Z,103.7261833,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T14:55:07Z,103.7261833,1.260383333,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:07:07Z,103.7261667,1.2604,0,252,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:19:07Z,103.72615,1.260416667,0,339,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:28:07Z,103.72615,1.260416667,0,339,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:34:07Z,103.72615,1.2604,0,339,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:37:07Z,103.7261667,1.2604,0,88,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:43:07Z,103.7261833,1.260416667,0,93,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:49:07Z,103.7261833,1.2604,0,93,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T15:58:07Z,103.7262,1.260416667,0,283,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:01:07Z,103.7262,1.2604,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:07:07Z,103.7261667,1.260416667,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:13:07Z,103.72615,1.2604,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:16:07Z,103.7261833,1.260416667,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:22:07Z,103.7262,1.260416667,0,280,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:25:07Z,103.7262,1.260416667,0,280,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:28:07Z,103.7261667,1.2604,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:34:07Z,103.7261667,1.260366667,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:37:07Z,103.7262,1.260416667,0,280,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:40:07Z,103.7262,1.2604,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:49:07Z,103.7261667,1.260383333,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T16:55:07Z,103.7262,1.260366667,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:01:07Z,103.7261667,1.260416667,0,280,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:07:07Z,103.7261667,1.2604,0,128,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:19:07Z,103.72615,1.2604,0,128,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:22:07Z,103.7262667,1.260416667,0,307,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:28:07Z,103.72615,1.260383333,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:34:07Z,103.7261333,1.260383333,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:37:07Z,103.72615,1.260366667,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:49:07Z,103.7261667,1.2604,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T17:52:07Z,103.7261667,1.260383333,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:01:07Z,103.7262,1.260383333,0,307,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:10:07Z,103.7262,1.260383333,0,266,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:13:07Z,103.72615,1.2604,0,266,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:16:07Z,103.72615,1.2604,0,269,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:19:07Z,103.7261167,1.260383333,0,269,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:25:07Z,103.7262167,1.2604,0,269,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:28:07Z,103.7261833,1.260383333,0,269,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:31:07Z,103.7261667,1.2604,0,269,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:43:07Z,103.7261333,1.2604,0,234,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:49:07Z,103.7261667,1.260416667,0,234,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T18:55:07Z,103.72615,1.260383333,0,107,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T19:10:07Z,103.7262167,1.260383333,0,107,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T19:28:07Z,103.7262,1.260416667,0,107,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T19:46:07Z,103.7262,1.260416667,0,215,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T19:55:07Z,103.7262167,1.260416667,0,215,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:04:07Z,103.7262167,1.260416667,0,215,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:07:07Z,103.7261667,1.260416667,0,215,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:16:07Z,103.7262,1.260433333,0,60,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:25:07Z,103.7262333,1.260383333,0,188,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:31:07Z,103.7262,1.260433333,0,55,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:37:07Z,103.7261833,1.260416667,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:40:07Z,103.7261833,1.260433333,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:49:06Z,103.7262,1.26045,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:52:07Z,103.7261667,1.260433333,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T20:55:07Z,103.7261833,1.260416667,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:01:06Z,103.7261833,1.260433333,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:04:07Z,103.7261667,1.260433333,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:10:07Z,103.72615,1.260416667,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:16:07Z,103.72615,1.260433333,0,78,17.3124,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:25:07Z,103.7261667,1.26045,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:28:07Z,103.7262,1.260466667,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:31:07Z,103.7261667,1.260466667,0,78,15.9967,80,,,,,,,,,,,,,,,,
220258000,32,228,8,2023-03-10T21:34:07Z,103.72615,1.26045,0,78,15.9967,80,,,,,,,,,,,,,,,,
